PtNo,Easting,Northing,Elevation,Remark
1301,500085.816,3050249.557,1412.121,HOUSE
1302,500225.069,3050123.116,1419.639,TREE
1303,500302.216,3050015.326,1420.602,GL
1304,500102.969,3050148.964,1410.485,RIVER
1305,500330.716,3050029.756,1420.377,
1306,500371.002,3050061.191,1420.712,TREE
1307,500238.958,3050082.195,1418.862,HOUSE
1308,500267.579,3050182.757,1422.806,TREE
1309,500021.030,3050045.952,1403.835,
1310,500378.208,3050041.438,1420.523,HOUSE
1311,500156.994,3050011.241,1406.810,HOUSE
1312,500369.560,3050218.310,1423.832,
1313,500231.591,3050173.376,1419.416,
1314,500001.848,3050009.987,1400.480,HOUSE
1315,500015.417,3050007.073,1402.371,
1316,500272.168,3050139.669,1422.457,RIVER
1317,500225.067,3050070.634,1416.915,
1318,500010.613,3050149.182,1404.503,RIVER
1319,500297.384,3050108.651,1422.474,HOUSE
1320,500340.858,3050230.828,1424.166,GL
1321,500198.567,3050071.952,1414.162,
1322,500186.303,3050169.786,1414.808,
1323,500002.189,3050013.514,1400.638,HOUSE
1324,500314.660,3050238.965,1424.835,ROAD
1325,500132.286,3050245.189,1411.132,
1326,500351.505,3050184.769,1423.123,TREE
1327,500149.224,3050116.303,1413.002,RIVER
1328,500226.031,3050054.998,1416.025,
1329,500108.137,3050203.129,1410.900,HOUSE
1330,500064.235,3050184.089,1410.433,
1331,500309.963,3050055.489,1421.375,ROAD
1332,500198.636,3050112.804,1417.724,
1333,500214.595,3050115.700,1418.816,
1334,500386.166,3050206.603,1424.264,GL
1335,500385.432,3050170.961,1423.563,
1336,500342.257,3050160.792,1422.770,
1337,500075.044,3050162.457,1410.372,HOUSE
1338,500237.709,3050067.618,1417.911,
1339,500351.259,3050092.928,1421.159,RIVER
1340,500149.786,3050011.416,1406.625,
1341,500040.442,3050196.735,1409.201,
1342,500324.385,3050108.250,1422.124,RIVER
1343,500192.705,3050109.560,1417.144,
1344,500225.757,3050061.339,1416.373,
1345,500392.858,3050052.357,1421.685,HOUSE
1346,500242.885,3050146.955,1420.713,
1347,500169.992,3050058.138,1410.104,RIVER
1348,500147.994,3050016.052,1406.764,GL
1349,500167.048,3050191.877,1411.872,ROAD
1350,500047.360,3050094.117,1407.713,
1351,500317.900,3050095.059,1421.971,
1352,500335.087,3050107.830,1421.799,RIVER
1353,500113.759,3050203.761,1410.830,ROAD
1354,500121.519,3050080.209,1409.143,RIVER
1355,500349.734,3050189.509,1423.127,
1356,500009.588,3050234.886,1406.078,GL
1357,500208.183,3050165.217,1417.300,TREE
1358,500185.470,3050107.920,1416.446,GL
1359,500276.051,3050186.947,1423.304,
1360,500065.357,3050114.474,1409.134,GL
1361,500267.332,3050103.607,1421.615,TREE
1362,500150.694,3050131.321,1413.324,
1363,500247.486,3050079.431,1419.451,
1364,500016.038,3050026.063,1402.798,
1365,500184.691,3050103.713,1416.073,
1366,500208.900,3050030.964,1412.697,
1367,500085.731,3050102.610,1409.441,GL
1368,500055.849,3050139.233,1409.156,
1369,500075.390,3050232.678,1411.740,
1370,500137.656,3050009.056,1406.343,TREE
1371,500038.724,3050155.365,1408.091,ROAD
1372,500378.928,3050114.434,1422.068,
1373,500161.998,3050005.065,1406.919,GL
1374,500323.588,3050062.387,1421.215,
1375,500389.767,3050029.621,1421.113,GL
1376,500032.294,3050054.199,1405.432,GL
1377,500260.668,3050068.643,1419.994,ROAD
1378,500348.564,3050100.327,1421.410,GL
1379,500253.694,3050132.260,1421.384,RIVER
1380,500171.610,3050000.247,1407.425,
1381,500172.431,3050040.467,1409.052,
1382,500014.360,3050023.392,1402.525,
1383,500213.840,3050137.418,1418.874,
1384,500397.417,3050082.269,1422.713,
1385,500383.483,3050137.099,1422.726,
1386,500016.160,3050055.456,1403.368,
1387,500282.319,3050006.057,1420.148,RIVER
1388,500120.706,3050235.342,1411.038,ROAD
1389,500361.196,3050027.077,1419.877,
1390,500018.046,3050031.715,1403.122,RIVER
1391,500374.350,3050036.637,1420.333,
1392,500334.990,3050245.319,1424.522,GL
1393,500047.002,3050154.415,1408.825,
1394,500023.930,3050152.572,1406.437,GL
1395,500333.883,3050246.675,1424.647,ROAD
1396,500062.303,3050022.110,1407.147,HOUSE
1397,500213.959,3050243.625,1417.149,TREE
1398,500366.298,3050051.003,1420.501,HOUSE
1399,500226.979,3050155.768,1419.295,HOUSE
1400,500158.893,3050105.021,1413.622,
1401,500178.006,3050095.988,1414.863,GL
1402,500025.247,3050232.811,1408.181,
1403,500387.501,3050037.307,1420.962,HOUSE
1404,500124.262,3050249.267,1411.269,GL
1405,500075.745,3050094.781,1409.069,HOUSE
1406,500114.419,3050162.194,1410.626,TREE
1407,500385.749,3050241.977,1424.973,
1408,500037.714,3050014.400,1405.092,
1409,500346.921,3050230.716,1424.081,RIVER
1410,500283.138,3050141.953,1422.926,
1411,500332.008,3050176.099,1423.236,
1412,500390.359,3050037.296,1421.177,
1413,500336.862,3050133.347,1422.304,RIVER
1414,500377.353,3050168.378,1423.033,
1415,500050.774,3050114.062,1408.225,RIVER
1416,500318.315,3050038.746,1420.868,GL
1417,500218.270,3050061.030,1415.483,ROAD
1418,500217.398,3050213.598,1417.341,HOUSE
1419,500359.569,3050008.618,1419.438,
1420,500388.722,3050177.216,1423.890,TREE
1421,500281.935,3050249.848,1424.780,GL
1422,500193.175,3050001.871,1409.574,
1423,500182.562,3050040.261,1409.915,TREE
1424,500154.537,3050168.536,1412.163,
1425,500144.640,3050014.998,1406.580,HOUSE
1426,500156.603,3050147.447,1413.403,ROAD
1427,500035.901,3050171.000,1408.241,
1428,500030.974,3050147.037,1407.143,GL
1429,500311.948,3050091.296,1422.050,HOUSE
1430,500178.429,3050174.321,1413.778,
1431,500372.274,3050148.574,1422.470,GL
1432,500244.888,3050051.909,1417.964,
1433,500014.070,3050140.784,1404.883,
1434,500063.009,3050220.477,1411.137,ROAD
1435,500082.328,3050166.708,1410.549,GL
1436,500390.294,3050117.948,1422.806,ROAD
1437,500087.482,3050080.396,1408.944,TREE
1438,500206.302,3050021.472,1411.825,RIVER
1439,500374.471,3050061.157,1420.793,RIVER
1440,500390.877,3050002.797,1420.496,TREE
1441,500094.544,3050246.656,1411.977,
1442,500019.647,3050055.621,1403.933,GL
1443,500061.441,3050203.719,1410.608,ROAD
1444,500025.331,3050042.161,1404.275,GL
1445,500078.050,3050070.900,1408.576,TREE
1446,500227.428,3050104.569,1419.111,
1447,500364.980,3050081.101,1420.925,RIVER
1448,500214.888,3050199.588,1417.120,HOUSE
1449,500250.396,3050239.423,1422.138,
1450,500080.747,3050218.824,1411.481,TREE
1451,500320.233,3050038.394,1420.764,GL
1452,500247.116,3050194.172,1421.114,
1453,500345.655,3050036.987,1420.152,ROAD
1454,500379.537,3050228.345,1424.359,RIVER
1455,500139.160,3050129.470,1412.211,ROAD
1456,500036.232,3050084.095,1406.361,
1457,500090.372,3050039.256,1407.943,
1458,500175.137,3050002.952,1407.785,
1459,500378.277,3050061.987,1421.053,HOUSE
1460,500151.324,3050228.505,1410.937,
1461,500308.309,3050199.316,1424.177,RIVER
1462,500216.191,3050242.448,1417.481,ROAD
1463,500073.124,3050025.190,1407.520,
1464,500128.294,3050148.045,1411.196,RIVER
1465,500261.277,3050064.288,1420.004,
1466,500269.141,3050135.735,1422.236,GL
1467,500173.904,3050080.114,1412.679,GL
1468,500091.458,3050070.866,1408.659,RIVER
1469,500288.763,3050143.461,1423.064,HOUSE
1470,500067.549,3050045.830,1407.764,RIVER
1471,500374.668,3050117.283,1422.029,TREE
1472,500075.161,3050162.703,1410.384,ROAD
1473,500042.925,3050032.046,1406.105,ROAD
1474,500199.059,3050232.649,1414.988,ROAD
1475,500207.820,3050126.431,1418.645,GL
1476,500203.277,3050204.882,1415.452,GL
1477,500174.667,3050163.476,1414.074,RIVER
1478,500397.926,3050177.500,1424.704,ROAD
1479,500194.512,3050179.033,1415.144,RIVER
1480,500191.179,3050218.775,1413.962,TREE
1481,500168.706,3050153.401,1414.239,RIVER
1482,500026.730,3050069.554,1405.063,HOUSE
1483,500237.183,3050024.877,1416.234,HOUSE
1484,500091.187,3050151.563,1410.471,
1485,500255.044,3050016.588,1418.217,TREE
1486,500020.333,3050060.323,1404.092,HOUSE
1487,500392.555,3050015.177,1420.997,ROAD
1488,500187.602,3050137.222,1417.037,RIVER
1489,500358.702,3050040.085,1420.161,
1490,500190.224,3050152.602,1416.310,
1491,500024.132,3050197.716,1407.276,RIVER
1492,500328.885,3050205.470,1423.877,RIVER
1493,500259.273,3050077.386,1420.324,
1494,500312.703,3050137.239,1422.951,GL
1495,500171.268,3050140.753,1415.192,RIVER
1496,500255.175,3050118.222,1421.227,
1497,500342.492,3050163.778,1422.692,ROAD
1498,500252.426,3050052.522,1418.877,
1499,500139.069,3050244.811,1410.967,
1500,500265.012,3050024.520,1419.335,ROAD
